Participant,SubmitTime,WorkTimeInSeconds,Input.ApproxPrice,Input.ExactPrice,Input.Utterance,Input.World,Answer.comprehensionR0.0,Answer.comprehensionR1.1,Answer.comprehensionR2.2,Answer.comprehensionR3.3,Answer.comprehensionR4.4,Answer.comprehensionR5.5,Answer.comprehensionR6.6,Answer.comprehensionR7.7,Answer.comprehensionR8.8,Answer.posterior,Answer.prior
465,Thu Jun 18 01:04:12 PDT 2020,154,14,13.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,false,false,true,false,false,100,83
466,Wed Jun 17 23:58:11 PDT 2020,154,14,13.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,false,false,true,false,false,100,100
467,Thu Jun 18 02:57:39 PDT 2020,60,14,13.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,false,false,false,true,false,100,81
468,Thu Jun 18 01:26:29 PDT 2020,109,14,13.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,false,false,true,false,false,98,92
469,Thu Jun 18 00:58:46 PDT 2020,30,15,14.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,false,true,false,false,false,100,100
470,Thu Jun 18 01:53:13 PDT 2020,51,15,14.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,false,true,false,false,false,98,50
471,Thu Jun 18 02:41:55 PDT 2020,218,15,14.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,false,true,false,false,false,100,66
472,Thu Jun 18 02:38:49 PDT 2020,65,15,14.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,false,true,false,false,false,100,79
473,Thu Jun 18 01:03:39 PDT 2020,174,15,14.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,false,true,false,false,false,100,17
474,Thu Jun 18 00:37:26 PDT 2020,158,16,15.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,true,false,false,false,false,100,100
475,Thu Jun 18 02:25:33 PDT 2020,148,16,15.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,true,false,false,false,false,100,80
476,Thu Jun 18 03:07:41 PDT 2020,53,16,15.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,true,false,false,false,false,100,74
477,Thu Jun 18 03:12:58 PDT 2020,153,16,15.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,true,false,false,false,false,false,100,68
478,Thu Jun 18 00:52:48 PDT 2020,97,16,15.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,false,true,false,false,false,false,100,18
479,Thu Jun 18 00:27:46 PDT 2020,114,17,16.99,The sandwich and the soup,both the sandwich and the soup,false,false,true,false,false,false,false,false,false,100,22
480,Thu Jun 18 00:41:01 PDT 2020,162,17,16.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,true,false,false,false,false,false,100,51
481,Thu Jun 18 02:27:12 PDT 2020,251,17,16.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,true,false,false,false,false,false,50,100
482,Thu Jun 18 01:33:43 PDT 2020,84,17,16.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,true,false,false,false,false,false,96,86
483,Thu Jun 18 01:54:06 PDT 2020,46,17,16.99,The sandwich and the soup,both the sandwich and the soup,false,false,false,true,false,false,false,false,false,100,16
484,Thu Jun 18 01:31:34 PDT 2020,57,18,17.99,The sandwich and the soup,both the sandwich and the soup,false,false,true,false,false,false,false,false,false,100,41
485,Thu Jun 18 01:56:18 PDT 2020,103,18,17.99,The sandwich and the soup,both the sandwich and the soup,false,false,true,false,false,false,false,false,false,100,91
486,Thu Jun 18 04:10:50 PDT 2020,113,18,17.99,The sandwich and the soup,both the sandwich and the soup,false,false,true,false,false,false,false,false,false,100,79
487,Thu Jun 18 03:37:17 PDT 2020,55,18,17.99,The sandwich and the soup,both the sandwich and the soup,false,false,true,false,false,false,false,false,false,95,63
488,Thu Jun 18 01:58:32 PDT 2020,124,18,17.99,The sandwich and the soup,both the sandwich and the soup,false,false,true,false,false,false,false,false,false,96,79
489,Thu Jun 18 04:07:43 PDT 2020,113,19,18.99,The sandwich and the soup,both the sandwich and the soup,false,true,false,false,false,false,false,false,false,96,83
490,Thu Jun 18 00:14:00 PDT 2020,180,19,18.99,The sandwich and the soup,both the sandwich and the soup,false,true,false,false,false,false,false,false,false,100,8
491,Thu Jun 18 04:02:23 PDT 2020,130,19,18.99,The sandwich and the soup,both the sandwich and the soup,false,true,false,false,false,false,false,false,false,100,31
492,Thu Jun 18 04:06:35 PDT 2020,23,19,18.99,The sandwich and the soup,both the sandwich and the soup,false,true,false,false,false,false,false,false,false,88,24
493,Thu Jun 18 02:47:56 PDT 2020,76,19,18.99,The sandwich and the soup,both the sandwich and the soup,false,true,false,false,false,false,false,false,false,100,100
